Var2,CHEMICAL_NAME.x,SUPER_PATHWAY.x,Var1,CHEMICAL_NAME.y,SUPER_PATHWAY.y,corr,p
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100009333,docosahexaenoylcholine,Lipid,0.160425523,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,0.189282788,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,0.095432235,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100010962,1-palmityl-GPE (O-16:0)*,Lipid,0.217959102,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015590,1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,Lipid,0.335954582,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015594,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,Lipid,-0.073018185,5.24E-13
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015596,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,Lipid,0.25954458,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,0.237939098,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,0.245708039,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,0.242688762,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015833,arachidoylcarnitine (C20)*,Lipid,0.134760079,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015836,ximenoylcarnitine (C26:1)*,Lipid,0.213953941,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015838,eicosenoylcarnitine (C20:1)*,Lipid,0.063792808,2.88E-10
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015846,nervonoylcarnitine (C24:1)*,Lipid,0.087521242,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015962,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,-0.077554278,1.73E-14
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100015968,carotene diol (3),Cofactors and Vitamins,0.115967499,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100016007,"phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*",Lipid,0.298472671,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100020208,perfluorooctanoate (PFOA),Xenobiotics,0.068440013,1.33E-11
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100020225,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,Lipid,0.235289427,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100020261,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,-0.095743672,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100020837,"2,6-dihydroxybenzoic acid",Xenobiotics,-0.083158872,2.22E-16
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,-0.106203043,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,100022120,oxindolylalanine,Amino Acid,0.074092051,2.38E-13
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999911315,X-11315,,0.059297109,4.63E-09
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999911381,X-11381,,0.0513521,3.90E-07
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999911880,X-11880,,-0.119370511,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999913658,X-13658,,-0.14674675,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999916935,X-16935,,-0.06255711,6.31E-10
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999919141,X-19141,,-0.050528068,5.97E-07
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999923644,X-23644,,-0.089007284,0
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999923782,X-23782,,0.054727357,6.39E-08
100009147,1-stearyl-GPC (O-18:0)*,Lipid,999924947,X-24947,,0.074430202,1.85E-13
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,181,laurate (12:0),Lipid,0.138193205,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,209,adenosine 5'-monophosphate (AMP),Nucleotide,-0.075368614,9.19E-14
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,278,cysteinylglycine,Amino Acid,-0.125851348,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,358,hypotaurine,Amino Acid,0.170165135,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,445,orotate,Nucleotide,0.090987163,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,452,palmitoleate (16:1n7),Lipid,0.331411803,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,561,glutamate,Amino Acid,-0.422127919,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,803,mannose,Carbohydrate,-0.244057208,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,821,pseudouridine,Nucleotide,-0.137772337,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1140,gamma-glutamylglutamine,Peptide,0.105026442,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1221,creatine,Amino Acid,0.074715611,1.50E-13
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1224,"cys-gly, oxidized",Amino Acid,-0.116871008,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1242,N1-methyladenosine,Nucleotide,-0.143383325,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1342,3-methoxytyrosine,Amino Acid,0.064146069,2.30E-10
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,0.218154109,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,-0.173593426,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100000054,5-hydroxylysine,Amino Acid,-0.123764581,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100000611,1-palmityl-GPC (O-16:0),Lipid,0.376710817,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100000665,docosahexaenoate (DHA; 22:6n3),Lipid,0.2070847,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001197,10-undecenoate (11:1n1),Lipid,0.182829134,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001211,sebacate (C10-DC),Lipid,0.075679396,7.28E-14
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001247,octanoylcarnitine (C8),Lipid,0.127951968,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001251,decanoylcarnitine (C10),Lipid,0.131779365,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001256,N-acetylphenylalanine,Amino Acid,-0.221236144,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001383,1-myristoyl-GPC (14:0),Lipid,-0.152189049,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001391,stearoylcarnitine (C18),Lipid,0.085304869,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001395,1-linoleoyl-GPC (18:2),Lipid,0.242266452,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001425,"5,6-dihydrouridine",Nucleotide,-0.094266143,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001540,glutamine_degradant*,Partially Characterized Molecules,-0.124612648,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001550,homostachydrine*,Xenobiotics,-0.180496967,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001551,1-arachidonoyl-GPC (20:4n6)*,Lipid,0.075732398,6.97E-14
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001552,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,Lipid,-0.223916909,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001553,1-dihomo-linoleoyl-GPC (20:2)*,Lipid,0.216385264,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,0.257995409,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001668,1-ribosyl-imidazoleacetate*,Amino Acid,-0.117390141,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001710,leucylleucine,Peptide,-0.183523181,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001743,tryptophan betaine,Amino Acid,-0.110084473,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001757,thymol sulfate,Xenobiotics,-0.090065284,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001869,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,0.080548255,1.78E-15
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,0.344309549,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,0.168456065,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100002466,cysteinylglycine disulfide*,Amino Acid,-0.166982601,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100002796,cis-4-decenoate (10:1n6)*,Lipid,0.104176305,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,0.486705998,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,0.273067759,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100003695,mannonate*,Xenobiotics,-0.275028863,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100004208,guaiacol sulfate,Xenobiotics,-0.136054018,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100004542,2-aminoheptanoate,Lipid,-0.273267519,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,0.285169018,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100005384,O-sulfo-tyrosine,Xenobiotics,-0.188050988,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,0.454787132,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100006129,vanillactate,Amino Acid,-0.071788221,1.27E-12
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100006171,eugenol sulfate,Xenobiotics,-0.118376702,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100006361,dopamine 3-O-sulfate,Amino Acid,-0.10805515,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100006379,C-glycosyltryptophan,Amino Acid,-0.146736555,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008914,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,0.080318484,2.00E-15
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,0.284502102,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,0.179596727,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,0.690587413,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,0.402600473,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,0.616974298,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,-0.235428346,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,-0.188276426,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,0.307855403,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009000,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,0.316429152,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,0.240722989,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,0.361223207,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,0.31391462,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,0.835939658,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009008,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,Lipid,0.532451413,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,0.710841345,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,0.459252151,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009015,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,0.494398429,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009020,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,Lipid,0.753468602,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009038,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,0.165327869,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009051,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,Lipid,-0.285020792,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009122,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,Lipid,-0.060480062,2.27E-09
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009124,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,Lipid,0.061846616,9.82E-10
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009125,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*,Lipid,0.186660473,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009126,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,Lipid,0.163849142,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009130,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,0.356328979,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009134,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,Lipid,0.544458065,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009135,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,Lipid,0.60442375,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009147,1-stearyl-GPC (O-18:0)*,Lipid,0.198655835,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,0.802496216,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009166,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",Lipid,0.278877466,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009215,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,Lipid,-0.372525316,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009333,docosahexaenoylcholine,Lipid,0.256732047,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,0.355583929,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100010962,1-palmityl-GPE (O-16:0)*,Lipid,0.16820574,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015590,1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,Lipid,0.579873439,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015594,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,Lipid,-0.325425247,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015596,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,Lipid,0.327641987,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,0.437738207,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,0.318598562,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,0.579645734,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,-0.097505226,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015797,heneicosapentaenoate (21:5n3),Lipid,0.223593351,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015833,arachidoylcarnitine (C20)*,Lipid,0.099733217,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015836,ximenoylcarnitine (C26:1)*,Lipid,0.208495653,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015838,eicosenoylcarnitine (C20:1)*,Lipid,0.200999804,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015845,docosahexaenoylcarnitine (C22:6)*,Lipid,0.147411554,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015846,nervonoylcarnitine (C24:1)*,Lipid,0.175257944,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015962,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,-0.183288402,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100015968,carotene diol (3),Cofactors and Vitamins,0.051292551,4.03E-07
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100016007,"phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*",Lipid,0.432031994,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100019975,hexadecenedioate (C16:1-DC)*,Lipid,0.141496463,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100020225,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,Lipid,0.580989601,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100020259,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,0.075347632,9.33E-14
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100020515,2-naphthol sulfate,Xenobiotics,-0.078752684,6.66E-15
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100020837,"2,6-dihydroxybenzoic acid",Xenobiotics,-0.062521079,6.45E-10
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,-0.256431269,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999911315,X-11315,,0.171912419,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999911880,X-11880,,-0.110599467,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999912847,X-12847,,-0.084288734,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999913658,X-13658,,-0.214217025,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999913866,X-13866,,0.069267977,7.52E-12
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999916935,X-16935,,-0.063125285,4.41E-10
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999917690,X-17690,,-0.110651254,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999919141,X-19141,,-0.110815071,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999921258,X-21258,,-0.085628155,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999923644,X-23644,,-0.149846891,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999923659,X-23659,,-0.102691916,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999923782,X-23782,,0.275171828,0
100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,999924475,X-24475,,0.145354017,0
100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,181,laurate (12:0),Lipid,0.067544131,2.45E-11
100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,278,cysteinylglycine,Amino Acid,-0.04973524,8.94E-07
